<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
FXRU [TQTF],Daily,20160714,000000,661.000000,661.000000,652.000000,654.000000,4870.000000
FXRU [TQTF],Daily,20160715,000000,657.000000,657.000000,653.000000,653.000000,24680.000000
FXRU [TQTF],Daily,20160718,000000,653.000000,655.000000,649.000000,649.000000,7940.000000
FXRU [TQTF],Daily,20160719,000000,651.000000,656.000000,649.000000,656.000000,1100.000000
FXRU [TQTF],Daily,20160720,000000,652.000000,659.000000,652.000000,656.000000,2100.000000
FXRU [TQTF],Daily,20160721,000000,658.000000,662.000000,658.000000,662.000000,4030.000000
FXRU [TQTF],Daily,20160722,000000,665.000000,670.000000,665.000000,670.000000,5500.000000
FXRU [TQTF],Daily,20160725,000000,671.000000,675.000000,669.000000,675.000000,2890.000000
FXRU [TQTF],Daily,20160726,000000,678.000000,684.000000,676.000000,684.000000,12270.000000
FXRU [TQTF],Daily,20160727,000000,682.000000,682.000000,674.000000,679.000000,6450.000000
FXRU [TQTF],Daily,20160728,000000,677.000000,683.000000,677.000000,681.000000,1470.000000
FXRU [TQTF],Daily,20160729,000000,683.000000,686.000000,676.000000,676.000000,2330.000000
FXRU [TQTF],Daily,20160801,000000,665.000000,686.000000,664.000000,681.000000,5830.000000
FXRU [TQTF],Daily,20160802,000000,684.000000,689.000000,680.000000,689.000000,5970.000000
FXRU [TQTF],Daily,20160803,000000,688.000000,693.000000,685.000000,685.000000,15150.000000
FXRU [TQTF],Daily,20160804,000000,685.000000,688.000000,682.000000,682.000000,2940.000000
FXRU [TQTF],Daily,20160805,000000,680.000000,681.000000,673.000000,679.000000,10560.000000
FXRU [TQTF],Daily,20160808,000000,675.000000,676.000000,670.000000,672.000000,2760.000000
FXRU [TQTF],Daily,20160809,000000,670.000000,674.000000,669.000000,672.000000,6860.000000
FXRU [TQTF],Daily,20160810,000000,674.000000,675.000000,670.000000,672.000000,5000.000000
FXRU [TQTF],Daily,20160811,000000,674.000000,678.000000,673.000000,674.000000,12980.000000
FXRU [TQTF],Daily,20160812,000000,668.000000,677.000000,667.000000,672.000000,21700.000000
FXRU [TQTF],Daily,20160815,000000,666.000000,679.000000,666.000000,670.000000,10050.000000
FXRU [TQTF],Daily,20160816,000000,669.000000,672.000000,668.000000,668.000000,34700.000000
FXRU [TQTF],Daily,20160817,000000,668.000000,671.000000,668.000000,671.000000,2870.000000
FXRU [TQTF],Daily,20160818,000000,675.000000,675.000000,662.000000,662.000000,10520.000000
FXRU [TQTF],Daily,20160819,000000,666.000000,671.000000,665.000000,665.000000,2210.000000
FXRU [TQTF],Daily,20160822,000000,667.000000,678.000000,667.000000,673.000000,1510.000000
FXRU [TQTF],Daily,20160823,000000,677.000000,679.000000,670.000000,670.000000,2030.000000
FXRU [TQTF],Daily,20160824,000000,676.000000,678.000000,674.000000,678.000000,4200.000000
FXRU [TQTF],Daily,20160825,000000,679.000000,679.000000,676.000000,676.000000,920.000000
FXRU [TQTF],Daily,20160826,000000,680.000000,689.000000,669.000000,670.000000,2890.000000
FXRU [TQTF],Daily,20160829,000000,678.000000,679.000000,674.000000,677.000000,1540.000000
FXRU [TQTF],Daily,20160830,000000,678.000000,678.000000,675.000000,677.000000,3040.000000
FXRU [TQTF],Daily,20160831,000000,679.000000,679.000000,677.000000,677.000000,2360.000000
FXRU [TQTF],Daily,20160901,000000,677.000000,686.000000,677.000000,686.000000,1050.000000
FXRU [TQTF],Daily,20160902,000000,683.000000,687.000000,679.000000,679.000000,2000.000000
FXRU [TQTF],Daily,20160905,000000,680.000000,680.000000,673.000000,679.000000,3400.000000
FXRU [TQTF],Daily,20160906,000000,678.000000,679.000000,676.000000,676.000000,910.000000
FXRU [TQTF],Daily,20160907,000000,676.000000,676.000000,672.000000,673.000000,1220.000000
FXRU [TQTF],Daily,20160908,000000,673.000000,675.000000,670.000000,672.000000,2520.000000
FXRU [TQTF],Daily,20160909,000000,676.000000,679.000000,673.000000,679.000000,1750.000000
FXRU [TQTF],Daily,20160912,000000,675.000000,685.000000,675.000000,679.000000,5580.000000
FXRU [TQTF],Daily,20160913,000000,679.000000,683.000000,676.000000,682.000000,1860.000000
FXRU [TQTF],Daily,20160914,000000,681.000000,682.000000,678.000000,682.000000,4760.000000
FXRU [TQTF],Daily,20160915,000000,684.000000,684.000000,680.000000,680.000000,3210.000000
FXRU [TQTF],Daily,20160916,000000,682.000000,683.000000,677.000000,680.000000,2470.000000
FXRU [TQTF],Daily,20160919,000000,676.000000,680.000000,672.000000,677.000000,1620.000000
FXRU [TQTF],Daily,20160920,000000,680.000000,681.000000,676.000000,680.000000,1680.000000
FXRU [TQTF],Daily,20160921,000000,677.000000,677.000000,671.000000,671.000000,1340.000000
FXRU [TQTF],Daily,20160922,000000,671.000000,671.000000,666.000000,669.000000,2590.000000
FXRU [TQTF],Daily,20160923,000000,668.000000,672.000000,666.000000,672.000000,4280.000000
FXRU [TQTF],Daily,20160926,000000,670.000000,673.000000,665.000000,667.000000,2550.000000
FXRU [TQTF],Daily,20160927,000000,671.000000,672.000000,668.000000,670.000000,1490.000000
FXRU [TQTF],Daily,20160928,000000,670.000000,670.000000,667.000000,670.000000,2520.000000
FXRU [TQTF],Daily,20160929,000000,665.000000,665.000000,660.000000,660.000000,3500.000000
FXRU [TQTF],Daily,20160930,000000,668.000000,668.000000,655.000000,655.000000,42790.000000
FXRU [TQTF],Daily,20161003,000000,630.000000,657.000000,630.000000,652.000000,55270.000000
FXRU [TQTF],Daily,20161004,000000,652.000000,657.000000,651.000000,655.000000,2780.000000
FXRU [TQTF],Daily,20161005,000000,657.000000,659.000000,652.000000,652.000000,91660.000000
FXRU [TQTF],Daily,20161006,000000,656.000000,656.000000,648.000000,653.000000,7790.000000
FXRU [TQTF],Daily,20161007,000000,651.000000,655.000000,647.000000,647.000000,3330.000000
FXRU [TQTF],Daily,20161010,000000,654.000000,656.000000,646.000000,646.000000,7990.000000
FXRU [TQTF],Daily,20161011,000000,651.000000,656.000000,647.000000,654.000000,8530.000000
FXRU [TQTF],Daily,20161012,000000,651.000000,660.000000,651.000000,660.000000,550.000000
FXRU [TQTF],Daily,20161013,000000,660.000000,662.000000,654.000000,654.000000,3400.000000
FXRU [TQTF],Daily,20161014,000000,655.000000,657.000000,653.000000,653.000000,360.000000
FXRU [TQTF],Daily,20161017,000000,659.000000,659.000000,650.000000,652.000000,1730.000000
FXRU [TQTF],Daily,20161018,000000,653.000000,653.000000,646.000000,649.000000,690.000000
FXRU [TQTF],Daily,20161019,000000,649.000000,649.000000,644.000000,646.000000,18970.000000
FXRU [TQTF],Daily,20161020,000000,649.000000,650.000000,647.000000,647.000000,580.000000
FXRU [TQTF],Daily,20161021,000000,646.000000,650.000000,645.000000,650.000000,400.000000
FXRU [TQTF],Daily,20161024,000000,646.000000,649.000000,641.000000,648.000000,1600.000000
FXRU [TQTF],Daily,20161025,000000,646.000000,646.000000,641.000000,645.000000,1050.000000
FXRU [TQTF],Daily,20161026,000000,647.000000,654.000000,644.000000,653.000000,1670.000000
FXRU [TQTF],Daily,20161027,000000,654.000000,655.000000,650.000000,651.000000,860.000000
FXRU [TQTF],Daily,20161028,000000,654.000000,656.000000,650.000000,656.000000,320.000000
FXRU [TQTF],Daily,20161031,000000,655.000000,661.000000,655.000000,661.000000,1310.000000
FXRU [TQTF],Daily,20161101,000000,657.000000,659.000000,655.000000,659.000000,920.000000
FXRU [TQTF],Daily,20161102,000000,662.000000,665.000000,662.000000,663.000000,2300.000000
FXRU [TQTF],Daily,20161103,000000,663.000000,667.000000,661.000000,661.000000,5940.000000
FXRU [TQTF],Daily,20161107,000000,660.000000,667.000000,646.000000,664.000000,5130.000000
FXRU [TQTF],Daily,20161108,000000,662.000000,667.000000,646.000000,663.000000,6100.000000
FXRU [TQTF],Daily,20161109,000000,660.000000,671.000000,647.000000,665.000000,3650.000000
FXRU [TQTF],Daily,20161110,000000,654.000000,672.000000,654.000000,670.000000,8720.000000
FXRU [TQTF],Daily,20161111,000000,672.000000,682.000000,672.000000,680.000000,5760.000000
FXRU [TQTF],Daily,20161114,000000,678.000000,681.000000,675.000000,676.000000,1730.000000
FXRU [TQTF],Daily,20161115,000000,674.000000,674.000000,662.000000,665.000000,2750.000000
FXRU [TQTF],Daily,20161116,000000,659.000000,671.000000,658.000000,660.000000,31310.000000
FXRU [TQTF],Daily,20161117,000000,667.000000,667.000000,659.000000,659.000000,2270.000000
FXRU [TQTF],Daily,20161118,000000,665.000000,668.000000,659.000000,659.000000,1590.000000
FXRU [TQTF],Daily,20161121,000000,657.000000,659.000000,653.000000,654.000000,7390.000000
FXRU [TQTF],Daily,20161122,000000,650.000000,655.000000,648.000000,655.000000,8510.000000
FXRU [TQTF],Daily,20161123,000000,659.000000,661.000000,657.000000,659.000000,2800.000000
FXRU [TQTF],Daily,20161124,000000,656.000000,659.000000,655.000000,658.000000,170.000000
FXRU [TQTF],Daily,20161125,000000,662.000000,662.000000,657.000000,662.000000,1060.000000
FXRU [TQTF],Daily,20161128,000000,662.000000,668.000000,661.000000,661.000000,1700.000000
FXRU [TQTF],Daily,20161129,000000,664.000000,668.000000,660.000000,666.000000,1350.000000
FXRU [TQTF],Daily,20161130,000000,667.000000,668.000000,654.000000,657.000000,1560.000000
FXRU [TQTF],Daily,20161201,000000,652.000000,657.000000,649.000000,656.000000,19840.000000
FXRU [TQTF],Daily,20161202,000000,656.000000,659.000000,654.000000,654.000000,880.000000
FXRU [TQTF],Daily,20161205,000000,652.000000,657.000000,650.000000,657.000000,3220.000000
FXRU [TQTF],Daily,20161206,000000,658.000000,659.000000,656.000000,659.000000,1160.000000
FXRU [TQTF],Daily,20161207,000000,659.000000,659.000000,655.000000,658.000000,370.000000
FXRU [TQTF],Daily,20161208,000000,655.000000,655.000000,651.000000,655.000000,690.000000
FXRU [TQTF],Daily,20161209,000000,654.000000,655.000000,645.000000,645.000000,2920.000000
FXRU [TQTF],Daily,20161212,000000,640.000000,640.000000,629.000000,630.000000,8730.000000
FXRU [TQTF],Daily,20161213,000000,644.000000,644.000000,627.000000,632.000000,8370.000000
FXRU [TQTF],Daily,20161214,000000,630.000000,636.000000,626.000000,634.000000,1720.000000
FXRU [TQTF],Daily,20161215,000000,631.000000,636.000000,630.000000,635.000000,3450.000000
FXRU [TQTF],Daily,20161216,000000,629.000000,635.000000,622.000000,632.000000,3700.000000
FXRU [TQTF],Daily,20161219,000000,634.000000,635.000000,632.000000,635.000000,1850.000000
FXRU [TQTF],Daily,20161220,000000,631.000000,632.000000,630.000000,630.000000,1430.000000
FXRU [TQTF],Daily,20161221,000000,625.000000,628.000000,624.000000,628.000000,2690.000000
FXRU [TQTF],Daily,20161222,000000,625.000000,627.000000,623.000000,623.000000,3450.000000
FXRU [TQTF],Daily,20161223,000000,627.000000,631.000000,625.000000,631.000000,2370.000000
FXRU [TQTF],Daily,20161226,000000,626.000000,631.000000,626.000000,631.000000,1450.000000
FXRU [TQTF],Daily,20161227,000000,628.000000,632.000000,627.000000,629.000000,6700.000000
FXRU [TQTF],Daily,20161228,000000,629.000000,630.000000,622.000000,623.000000,2090.000000
FXRU [TQTF],Daily,20161229,000000,622.000000,627.000000,620.000000,624.000000,3850.000000
FXRU [TQTF],Daily,20161230,000000,627.000000,637.000000,623.000000,626.000000,3770.000000
FXRU [TQTF],Daily,20170103,000000,627.000000,630.000000,620.000000,624.000000,1000.000000
FXRU [TQTF],Daily,20170104,000000,630.000000,632.000000,626.000000,627.000000,500.000000
FXRU [TQTF],Daily,20170105,000000,625.000000,626.000000,615.000000,615.000000,2210.000000
FXRU [TQTF],Daily,20170106,000000,619.000000,622.000000,617.000000,620.000000,2280.000000
FXRU [TQTF],Daily,20170109,000000,623.000000,624.000000,619.000000,620.000000,6690.000000
FXRU [TQTF],Daily,20170110,000000,622.000000,625.000000,620.000000,624.000000,1810.000000
FXRU [TQTF],Daily,20170111,000000,625.000000,627.000000,621.000000,626.000000,3590.000000
FXRU [TQTF],Daily,20170112,000000,620.000000,620.000000,615.000000,619.000000,2540.000000
FXRU [TQTF],Daily,20170113,000000,617.000000,621.000000,616.000000,620.000000,770.000000
FXRU [TQTF],Daily,20170116,000000,621.000000,624.000000,582.000000,624.000000,1990.000000
FXRU [TQTF],Daily,20170117,000000,622.000000,622.000000,616.000000,620.000000,1430.000000
FXRU [TQTF],Daily,20170118,000000,617.000000,619.000000,614.000000,617.000000,540.000000
FXRU [TQTF],Daily,20170119,000000,618.000000,626.000000,616.000000,622.000000,4560.000000
FXRU [TQTF],Daily,20170120,000000,625.000000,626.000000,623.000000,623.000000,6150.000000
FXRU [TQTF],Daily,20170123,000000,624.000000,625.000000,620.000000,621.000000,3180.000000
FXRU [TQTF],Daily,20170124,000000,620.000000,622.000000,617.000000,620.000000,1450.000000
FXRU [TQTF],Daily,20170125,000000,620.000000,623.000000,619.000000,622.000000,2000.000000
FXRU [TQTF],Daily,20170126,000000,624.000000,634.000000,623.000000,630.000000,3220.000000
FXRU [TQTF],Daily,20170127,000000,630.000000,632.000000,624.000000,629.000000,2670.000000
FXRU [TQTF],Daily,20170130,000000,633.000000,633.000000,626.000000,628.000000,1590.000000
FXRU [TQTF],Daily,20170131,000000,629.000000,631.000000,627.000000,631.000000,16800.000000
FXRU [TQTF],Daily,20170201,000000,632.000000,635.000000,631.000000,631.000000,2210.000000
FXRU [TQTF],Daily,20170202,000000,632.000000,632.000000,623.000000,624.000000,2150.000000
FXRU [TQTF],Daily,20170203,000000,623.000000,625.000000,617.000000,618.000000,7940.000000
FXRU [TQTF],Daily,20170206,000000,618.000000,619.000000,613.000000,617.000000,7860.000000
FXRU [TQTF],Daily,20170207,000000,619.000000,624.000000,617.000000,623.000000,2610.000000
FXRU [TQTF],Daily,20170208,000000,624.000000,624.000000,620.000000,622.000000,4800.000000
FXRU [TQTF],Daily,20170209,000000,618.000000,621.000000,617.000000,617.000000,5280.000000
FXRU [TQTF],Daily,20170210,000000,616.000000,618.000000,612.000000,613.000000,13240.000000
FXRU [TQTF],Daily,20170213,000000,612.000000,612.000000,607.000000,608.000000,1810.000000
FXRU [TQTF],Daily,20170214,000000,608.000000,610.000000,600.000000,602.000000,5210.000000
FXRU [TQTF],Daily,20170215,000000,597.000000,607.000000,593.000000,600.000000,5540.000000
FXRU [TQTF],Daily,20170216,000000,600.000000,604.000000,598.000000,603.000000,4780.000000
FXRU [TQTF],Daily,20170217,000000,604.000000,614.000000,603.000000,613.000000,3440.000000
FXRU [TQTF],Daily,20170220,000000,612.000000,612.000000,610.000000,612.000000,4280.000000
FXRU [TQTF],Daily,20170221,000000,609.000000,610.000000,604.000000,604.000000,3440.000000
FXRU [TQTF],Daily,20170222,000000,604.000000,611.000000,603.000000,611.000000,1770.000000
FXRU [TQTF],Daily,20170224,000000,611.000000,615.000000,610.000000,615.000000,400.000000
FXRU [TQTF],Daily,20170227,000000,612.000000,612.000000,604.000000,611.000000,1620.000000
FXRU [TQTF],Daily,20170228,000000,611.000000,614.000000,608.000000,611.000000,2510.000000
FXRU [TQTF],Daily,20170301,000000,614.000000,617.000000,612.000000,616.000000,830.000000
FXRU [TQTF],Daily,20170302,000000,614.000000,620.000000,614.000000,617.000000,1160.000000
FXRU [TQTF],Daily,20170303,000000,620.000000,623.000000,617.000000,618.000000,1160.000000
FXRU [TQTF],Daily,20170306,000000,615.000000,617.000000,611.000000,614.000000,4260.000000
FXRU [TQTF],Daily,20170307,000000,614.000000,617.000000,609.000000,612.000000,3570.000000
FXRU [TQTF],Daily,20170309,000000,620.000000,625.000000,616.000000,624.000000,8790.000000
FXRU [TQTF],Daily,20170310,000000,629.000000,629.000000,619.000000,621.000000,4490.000000
FXRU [TQTF],Daily,20170313,000000,626.000000,626.000000,620.000000,621.000000,1230.000000
FXRU [TQTF],Daily,20170314,000000,620.000000,625.000000,620.000000,625.000000,1530.000000
FXRU [TQTF],Daily,20170315,000000,623.000000,624.000000,619.000000,619.000000,13240.000000
FXRU [TQTF],Daily,20170316,000000,616.000000,616.000000,607.000000,609.000000,2940.000000
FXRU [TQTF],Daily,20170317,000000,610.000000,612.000000,609.000000,610.000000,5970.000000
FXRU [TQTF],Daily,20170320,000000,607.000000,610.000000,605.000000,607.000000,6180.000000
FXRU [TQTF],Daily,20170321,000000,606.000000,608.000000,602.000000,608.000000,2310.000000
FXRU [TQTF],Daily,20170322,000000,613.000000,615.000000,610.000000,613.000000,1170.000000
FXRU [TQTF],Daily,20170323,000000,612.000000,612.000000,608.000000,608.000000,1430.000000
FXRU [TQTF],Daily,20170324,000000,608.000000,608.000000,603.000000,605.000000,14790.000000
FXRU [TQTF],Daily,20170327,000000,605.000000,607.000000,602.000000,605.000000,11850.000000
FXRU [TQTF],Daily,20170328,000000,602.000000,607.000000,602.000000,604.000000,3950.000000
FXRU [TQTF],Daily,20170329,000000,605.000000,606.000000,600.000000,600.000000,4270.000000
FXRU [TQTF],Daily,20170330,000000,600.000000,600.000000,595.000000,595.000000,3440.000000
FXRU [TQTF],Daily,20170331,000000,594.000000,600.000000,594.000000,597.000000,14680.000000
FXRU [TQTF],Daily,20170403,000000,594.000000,599.000000,590.000000,596.000000,5120.000000
FXRU [TQTF],Daily,20170404,000000,594.000000,598.000000,594.000000,594.000000,430.000000
FXRU [TQTF],Daily,20170405,000000,592.000000,595.000000,591.000000,595.000000,680.000000
FXRU [TQTF],Daily,20170406,000000,596.000000,606.000000,594.000000,596.000000,2240.000000
FXRU [TQTF],Daily,20170407,000000,601.000000,607.000000,601.000000,604.000000,1840.000000
FXRU [TQTF],Daily,20170410,000000,608.000000,609.000000,604.000000,606.000000,4490.000000
FXRU [TQTF],Daily,20170411,000000,601.000000,606.000000,600.000000,605.000000,4190.000000
FXRU [TQTF],Daily,20170412,000000,601.000000,604.000000,599.000000,599.000000,1460.000000
FXRU [TQTF],Daily,20170413,000000,599.000000,600.000000,594.000000,597.000000,6560.000000
FXRU [TQTF],Daily,20170414,000000,599.000000,600.000000,590.000000,590.000000,2070.000000
FXRU [TQTF],Daily,20170417,000000,597.000000,598.000000,589.000000,596.000000,1040.000000
FXRU [TQTF],Daily,20170418,000000,593.000000,596.000000,591.000000,596.000000,3480.000000
FXRU [TQTF],Daily,20170419,000000,598.000000,599.000000,595.000000,599.000000,2040.000000
FXRU [TQTF],Daily,20170420,000000,598.000000,601.000000,595.000000,596.000000,2610.000000
FXRU [TQTF],Daily,20170421,000000,598.000000,600.000000,595.000000,598.000000,2340.000000
FXRU [TQTF],Daily,20170424,000000,599.000000,599.000000,594.000000,595.000000,6480.000000
FXRU [TQTF],Daily,20170425,000000,595.000000,602.000000,595.000000,602.000000,4550.000000
FXRU [TQTF],Daily,20170426,000000,603.000000,609.000000,602.000000,609.000000,6400.000000
FXRU [TQTF],Daily,20170427,000000,608.000000,613.000000,607.000000,613.000000,2020.000000
FXRU [TQTF],Daily,20170428,000000,611.000000,612.000000,606.000000,611.000000,7130.000000
FXRU [TQTF],Daily,20170502,000000,611.000000,614.000000,610.000000,611.000000,420.000000
FXRU [TQTF],Daily,20170503,000000,610.000000,615.000000,610.000000,615.000000,1460.000000
FXRU [TQTF],Daily,20170504,000000,616.000000,623.000000,614.000000,623.000000,25300.000000
FXRU [TQTF],Daily,20170505,000000,622.000000,630.000000,622.000000,623.000000,3680.000000
FXRU [TQTF],Daily,20170510,000000,622.000000,623.000000,616.000000,616.000000,1410.000000
FXRU [TQTF],Daily,20170511,000000,615.000000,615.000000,610.000000,610.000000,1900.000000
FXRU [TQTF],Daily,20170512,000000,611.000000,615.000000,610.000000,610.000000,17320.000000
FXRU [TQTF],Daily,20170515,000000,606.000000,607.000000,603.000000,606.000000,1470.000000
FXRU [TQTF],Daily,20170516,000000,605.000000,609.000000,604.000000,606.000000,1340.000000
FXRU [TQTF],Daily,20170517,000000,611.000000,616.000000,611.000000,616.000000,2280.000000
FXRU [TQTF],Daily,20170518,000000,618.000000,625.000000,618.000000,620.000000,6780.000000
FXRU [TQTF],Daily,20170519,000000,615.000000,616.000000,612.000000,612.000000,3170.000000
FXRU [TQTF],Daily,20170522,000000,612.000000,616.000000,607.000000,612.000000,5260.000000
FXRU [TQTF],Daily,20170523,000000,609.000000,614.000000,607.000000,610.000000,1320.000000
FXRU [TQTF],Daily,20170524,000000,609.000000,610.000000,608.000000,609.000000,490.000000
FXRU [TQTF],Daily,20170525,000000,608.000000,612.000000,607.000000,612.000000,2390.000000
FXRU [TQTF],Daily,20170526,000000,611.000000,617.000000,611.000000,617.000000,2320.000000
FXRU [TQTF],Daily,20170529,000000,616.000000,616.000000,611.000000,612.000000,520.000000
FXRU [TQTF],Daily,20170530,000000,612.000000,617.000000,612.000000,617.000000,3570.000000
FXRU [TQTF],Daily,20170531,000000,617.000000,619.000000,613.000000,619.000000,6480.000000
FXRU [TQTF],Daily,20170601,000000,616.000000,618.000000,610.000000,611.000000,1240.000000
FXRU [TQTF],Daily,20170602,000000,612.000000,630.000000,611.000000,612.000000,2650.000000
FXRU [TQTF],Daily,20170605,000000,612.000000,617.000000,612.000000,616.000000,1170.000000
FXRU [TQTF],Daily,20170606,000000,616.000000,617.000000,612.000000,615.000000,2870.000000
FXRU [TQTF],Daily,20170607,000000,614.000000,617.000000,611.000000,616.000000,1820.000000
FXRU [TQTF],Daily,20170608,000000,616.000000,620.000000,616.000000,616.000000,1490.000000
FXRU [TQTF],Daily,20170609,000000,619.000000,619.000000,616.000000,619.000000,930.000000
FXRU [TQTF],Daily,20170613,000000,616.000000,620.000000,615.000000,619.000000,1740.000000
FXRU [TQTF],Daily,20170614,000000,619.000000,620.000000,618.000000,620.000000,1960.000000
FXRU [TQTF],Daily,20170615,000000,623.000000,627.000000,620.000000,627.000000,7820.000000
FXRU [TQTF],Daily,20170616,000000,625.000000,627.000000,622.000000,627.000000,1460.000000
FXRU [TQTF],Daily,20170619,000000,627.000000,632.000000,625.000000,631.000000,12480.000000
FXRU [TQTF],Daily,20170620,000000,633.000000,642.000000,630.000000,641.000000,14790.000000
FXRU [TQTF],Daily,20170621,000000,641.000000,647.000000,639.000000,641.000000,5880.000000
FXRU [TQTF],Daily,20170622,000000,646.000000,651.000000,640.000000,644.000000,5810.000000
FXRU [TQTF],Daily,20170623,000000,654.000000,654.000000,639.000000,641.000000,1610.000000
FXRU [TQTF],Daily,20170626,000000,637.000000,642.000000,632.000000,639.000000,12980.000000
FXRU [TQTF],Daily,20170627,000000,635.000000,640.000000,634.000000,639.000000,5770.000000
FXRU [TQTF],Daily,20170628,000000,645.000000,648.000000,643.000000,644.000000,3700.000000
FXRU [TQTF],Daily,20170629,000000,641.000000,642.000000,637.000000,642.000000,840.000000
FXRU [TQTF],Daily,20170630,000000,644.000000,645.000000,640.000000,642.000000,3910.000000
FXRU [TQTF],Daily,20170703,000000,638.000000,644.000000,638.000000,641.000000,1950.000000
FXRU [TQTF],Daily,20170704,000000,641.000000,643.000000,640.000000,640.000000,740.000000
FXRU [TQTF],Daily,20170705,000000,643.000000,652.000000,643.000000,650.000000,2880.000000
FXRU [TQTF],Daily,20170706,000000,650.000000,653.000000,643.000000,645.000000,2680.000000
FXRU [TQTF],Daily,20170707,000000,651.000000,654.000000,648.000000,654.000000,3010.000000
FXRU [TQTF],Daily,20170710,000000,651.000000,652.000000,648.000000,650.000000,1860.000000
FXRU [TQTF],Daily,20170711,000000,652.000000,658.000000,652.000000,656.000000,2780.000000
FXRU [TQTF],Daily,20170712,000000,657.000000,658.000000,647.000000,650.000000,2330.000000
FXRU [TQTF],Daily,20170713,000000,651.000000,654.000000,645.000000,650.000000,3340.000000
FXRU [TQTF],Daily,20170714,000000,647.000000,649.000000,641.000000,643.000000,2220.000000
FXRU [TQTF],Daily,20170717,000000,642.000000,644.000000,639.000000,643.000000,1470.000000
FXRU [TQTF],Daily,20170718,000000,646.000000,646.000000,639.000000,643.000000,1880.000000
FXRU [TQTF],Daily,20170719,000000,645.000000,646.000000,642.000000,642.000000,3100.000000
FXRU [TQTF],Daily,20170720,000000,643.000000,645.000000,641.000000,641.000000,2460.000000
FXRU [TQTF],Daily,20170721,000000,643.000000,646.000000,641.000000,642.000000,2300.000000
FXRU [TQTF],Daily,20170724,000000,644.000000,656.000000,644.000000,653.000000,6570.000000
FXRU [TQTF],Daily,20170725,000000,652.000000,657.000000,652.000000,652.000000,2100.000000
FXRU [TQTF],Daily,20170726,000000,650.000000,654.000000,649.000000,651.000000,2130.000000
FXRU [TQTF],Daily,20170727,000000,650.000000,654.000000,648.000000,648.000000,2440.000000
FXRU [TQTF],Daily,20170728,000000,656.000000,656.000000,650.000000,651.000000,1260.000000
FXRU [TQTF],Daily,20170731,000000,654.000000,660.000000,653.000000,659.000000,2880.000000
FXRU [TQTF],Daily,20170801,000000,656.000000,660.000000,655.000000,659.000000,2130.000000
FXRU [TQTF],Daily,20170802,000000,661.000000,667.000000,661.000000,664.000000,4350.000000
FXRU [TQTF],Daily,20170803,000000,665.000000,665.000000,659.000000,659.000000,2880.000000
FXRU [TQTF],Daily,20170804,000000,659.000000,663.000000,656.000000,656.000000,2430.000000
FXRU [TQTF],Daily,20170807,000000,656.000000,661.000000,654.000000,659.000000,2670.000000
FXRU [TQTF],Daily,20170808,000000,658.000000,659.000000,654.000000,654.000000,3920.000000
FXRU [TQTF],Daily,20170809,000000,657.000000,658.000000,656.000000,658.000000,2460.000000
FXRU [TQTF],Daily,20170810,000000,658.000000,658.000000,653.000000,655.000000,1570.000000
FXRU [TQTF],Daily,20170811,000000,655.000000,660.000000,655.000000,656.000000,3280.000000
FXRU [TQTF],Daily,20170814,000000,655.000000,656.000000,651.000000,654.000000,1700.000000
FXRU [TQTF],Daily,20170815,000000,655.000000,657.000000,651.000000,654.000000,14430.000000
FXRU [TQTF],Daily,20170816,000000,657.000000,657.000000,649.000000,651.000000,6130.000000
FXRU [TQTF],Daily,20170817,000000,649.000000,652.000000,648.000000,651.000000,940.000000
FXRU [TQTF],Daily,20170818,000000,647.000000,652.000000,647.000000,650.000000,1960.000000
FXRU [TQTF],Daily,20170821,000000,649.000000,649.000000,643.000000,647.000000,4290.000000
FXRU [TQTF],Daily,20170822,000000,644.000000,649.000000,644.000000,648.000000,2560.000000
FXRU [TQTF],Daily,20170823,000000,649.000000,650.000000,646.000000,648.000000,860.000000
FXRU [TQTF],Daily,20170824,000000,650.000000,652.000000,647.000000,652.000000,730.000000
FXRU [TQTF],Daily,20170825,000000,651.000000,653.000000,647.000000,648.000000,4880.000000
FXRU [TQTF],Daily,20170828,000000,647.000000,653.000000,642.000000,646.000000,6590.000000
FXRU [TQTF],Daily,20170829,000000,648.000000,651.000000,646.000000,649.000000,920.000000
FXRU [TQTF],Daily,20170830,000000,647.000000,648.000000,644.000000,644.000000,2470.000000
FXRU [TQTF],Daily,20170831,000000,645.000000,645.000000,640.000000,641.000000,1530.000000
FXRU [TQTF],Daily,20170901,000000,640.000000,642.000000,633.000000,633.000000,4950.000000
FXRU [TQTF],Daily,20170904,000000,639.000000,640.000000,637.000000,637.000000,6650.000000
FXRU [TQTF],Daily,20170905,000000,640.000000,640.000000,633.000000,634.000000,2310.000000
FXRU [TQTF],Daily,20170906,000000,635.000000,636.000000,631.000000,635.000000,1960.000000
FXRU [TQTF],Daily,20170907,000000,634.000000,634.000000,630.000000,634.000000,3090.000000
FXRU [TQTF],Daily,20170908,000000,632.000000,636.000000,631.000000,636.000000,4220.000000
FXRU [TQTF],Daily,20170911,000000,632.000000,636.000000,632.000000,635.000000,6920.000000
FXRU [TQTF],Daily,20170912,000000,635.000000,644.000000,635.000000,635.000000,3450.000000
FXRU [TQTF],Daily,20170913,000000,640.000000,643.000000,638.000000,641.000000,5890.000000
